epoch,step,train_loss
0,49,0.06477478891611099
0,99,0.037862733006477356
0,149,0.08312031626701355
0,199,0.06012457236647606
0,249,0.09272786229848862
0,299,0.08016838133335114
0,349,0.06614967435598373
0,399,0.06732870638370514
0,449,0.049982670694589615
0,499,0.06309245526790619
0,549,0.06271406263113022
0,599,0.04692227393388748
0,649,0.042488452047109604
0,699,0.055542487651109695
0,749,0.055118437856435776
0,799,0.04560299962759018
0,849,0.046789247542619705
0,899,0.046223223209381104
0,949,0.03445439040660858
0,999,0.0326407328248024
0,1049,0.06633427739143372
0,1099,0.04967435449361801
0,1149,0.0372786670923233
0,1199,0.1090792715549469
0,1249,0.09843359887599945
0,1299,0.07491813600063324
0,1349,0.04070078209042549
0,1399,0.0314168743789196
0,1449,0.05297789350152016
0,1499,0.03763730078935623
0,1549,0.05869525298476219
0,1599,0.05078236758708954
0,1649,0.06618114560842514
0,1699,0.02134181559085846
0,1749,0.03643396496772766
0,1799,0.05211890488862991
0,1849,0.05577314645051956
0,1899,0.026261162012815475
0,1949,0.030194904655218124
0,1999,0.05892437696456909
0,2049,0.056005388498306274
0,2099,0.027598049491643906
0,2149,0.06595895439386368
0,2199,0.03444795683026314
0,2249,0.054576318711042404
0,2299,0.02802208811044693
0,2349,0.05506780371069908
0,2399,0.07966762036085129
0,2449,0.034612927585840225
0,2499,0.05362881347537041
0,2549,0.044587038457393646
0,2599,0.014996425248682499
0,2649,0.030814308673143387
0,2699,0.04055553674697876
0,2749,0.07419103384017944
0,2799,0.0676226019859314
0,2849,0.02747834287583828
0,2899,0.06279193609952927
0,2949,0.0342009961605072
0,2999,0.049168381839990616
0,3049,0.04918801411986351
0,3099,0.02435735985636711
0,3149,0.018059546127915382
0,3199,0.04516508802771568
0,3249,0.01828593574464321
0,3299,0.03384339064359665
0,3349,0.02921132743358612
0,3399,0.03549404442310333
0,3449,0.026198921725153923
0,3499,0.040395885705947876
0,3549,0.018999164924025536
0,3599,0.07180745899677277
0,3649,0.03031701222062111
0,3699,0.06313280016183853
0,3749,0.05622704699635506
0,3799,0.0689564198255539
0,3849,0.047715190798044205
0,3899,0.018340805545449257
0,3949,0.04604783281683922
0,3999,0.03885671868920326
0,4049,0.02667076699435711
0,4099,0.05114210397005081
0,4149,0.010569578967988491
0,4199,0.04871799424290657
0,4249,0.03490679711103439
0,4299,0.05156426504254341
0,4349,0.05468318983912468
0,4399,0.034026384353637695
0,4449,0.047163814306259155
0,4499,0.0446603000164032
0,4549,0.0678001120686531
0,4599,0.04795272648334503
0,4649,0.055547624826431274
0,4699,0.047164104878902435
0,4749,0.06697949022054672
0,4799,0.06304669380187988
0,4849,0.05811053514480591
0,4899,0.03647054731845856
0,4949,0.04084828868508339
0,4999,0.05527089908719063
0,5049,0.056427255272865295
0,5099,0.034891195595264435
0,5149,0.025811316445469856
0,5199,0.05679672211408615
0,5249,0.04420734569430351
0,5299,0.056186243891716
0,5349,0.04831857979297638
0,5399,0.033952247351408005
0,5449,0.05577976256608963
0,5499,0.05100786313414574
0,5549,0.05406124144792557
0,5599,0.047104187309741974
0,5649,0.045301709324121475
0,5699,0.05286726728081703
0,5749,0.014135489240288734
0,5799,0.04438501596450806
0,5849,0.025291191413998604
0,5899,0.040375784039497375
0,5949,0.0503348708152771
0,5999,0.024813244119286537
0,6049,0.045905426144599915
0,6099,0.05358405411243439
0,6149,0.0358034148812294
0,6199,0.05471310392022133
0,6249,0.06790444999933243
0,6299,0.04144279286265373
0,6349,0.046807896345853806
0,6399,0.0634860172867775
0,6449,0.049157191067934036
0,6499,0.014843113720417023
0,6549,0.05665181949734688
0,6599,0.02817084826529026
0,6649,0.044252682477235794
0,6699,0.021748937666416168
0,6749,0.04476384073495865
0,6799,0.032652001827955246
0,6849,0.05032394826412201
0,6899,0.050949953496456146
0,6949,0.036174334585666656
0,6999,0.02848578244447708
0,7049,0.04091056063771248
0,7099,0.028726646676659584
0,7149,0.013280120678246021
0,7199,0.04467780143022537
0,7249,0.032239075750112534
0,7299,0.030019596219062805
0,7349,0.03250482678413391
0,7399,0.034651823341846466
0,7449,0.0518232025206089
0,7499,0.037585072219371796
0,7549,0.04132455587387085
0,7599,0.042021628469228745
0,7649,0.07790476828813553
0,7699,0.04466414824128151
0,7749,0.046658117324113846
0,7799,0.04464402049779892
0,7849,0.04602961614727974
0,7899,0.02390243485569954
0,7949,0.07736305147409439
0,7999,0.04481387510895729
0,8049,0.03148631006479263
0,8099,0.04557574540376663
0,8149,0.04092157259583473
0,8199,0.03775416687130928
0,8249,0.04982808604836464
0,8299,0.05439569428563118
0,8349,0.06014697253704071
0,8399,0.031523801386356354
0,8449,0.05827012658119202
